ID_Objetivo;Texto_Objetivo;ID_Objetivo_Prerrequisito;Texto_Prerrequisito;Importancia
ICA_6110-6;Conocer los principales contaminantes en la atmósfera, agua y suelos de manera  gestionar adecuadamente utilizando técnicas de control y optimización de procesos;ICA_5130-2;Identificar los conceptos y aplicaciones ambientales de mayor uso en la disciplina.;Media
ICE_3201-2;Verificar analíticamente y mediante simulaciones las principales  configuraciones de los diodos.;ICE_3101-3;Analizar el comportamiento transitorio y permanente en redes eléctricas  condiferentes tipos de fuentes de alimentación. En particular fuentes de  voltaje continuo yfuentes de voltaje alterno sinusoidal.;Alta
ICI_4203-2;Comprender el rol de la Macroeconomía para la toma de decisiones  empresariales.;ICC_5105-4;Apply software development techniques that allow the continuous improvement of  the software design (refactoring, unit tests, TDD).;Ninguna
ICI_5030-1;Identificar riesgos;ICI_4230-3;Analizar las distintas fuentes de financiamiento de las empresas, calculando sus  costos y beneficios.;Alta
ICE_5107-4;Explicar el funcionamiento de los distintos tipos de energías renovables  mencionados en OA1 y OA2;ICE_4104-4;Conocer la aplicación de las máquinas en centrales generadores, líneas  de transmisióny líneas de distribución de energía eléctrica.;Alta
IOC_5104-2;- Obtener herramientas de estimación de costos y precios unitarios, siendo capaz de realizar análisis de valor presente, análisis costo-beneficio y otros para evaluación de proyectos de construcción.;IOC_5105-4;Entender las nociones básicas referentes al tratamiento de agua potable  y aguas residuales.;Ninguna
IOC_4206-1;Conocer normas y herramientas para diseñar proyectos viales urbanos;IOC_4207-4;Evaluar económicamente la conveniencia de realizar cambios en un sistema de  transporte.;Alta
ICA_3240-5;Construir estrategias genéticas para el mejoramiento de cepas microbianas  utilizadas a nivel industrial.;ING_1204-3;Comprender en forma cuantitativa los metabolismos microbianos.;Alta
ICC_4204-2;Desarrollar requisitos claros y precisos para el desarrollo de un nuevo  producto de software, utilizando diferentes técnicas, entre ellas la de  casos de uso.;ING_1105-1;Integrar un equipo de trabajo, colaborando y cooperando para la realización de  una misma tarea.;Ninguna
ICI_3204-1;Entender los conceptos básicos de la teoría microeconómica, sus limitaciones y los supuestos en que se basa.;ICA_6110-1;Comprender conceptos básicos relacionados con la ingeniería y gestión ambiental.;Ninguna
ICA_3240-2;Reconocer de manera conceptual y cuantitativa la cinética de crecimiento y muerte  de un microorganismo bajo distintas condiciones experimentales.;IOC_5120-3;Identificar distintos tipos de solicitación en estructuras de acero;Ninguna
ICI_3201-2;Proponer diseños de ingeniería y rediseños de procesos de negocio, y evaluar  consecuencias de diferentes configuraciones de éstos en entornos que presenten  una componente o variable estocástica.;ICI_5020-5;Determinar cómo integrar la modelación del transporte en la logística.;Ninguna
ICE_5106-1;Comprender los elementos constitutivos de la generación, transmisión y  distribución de energía eléctrica y realizar representaciones básicas de  dichos elementos en el software DIgSILENT PowerFactory.;ICE_4203-3;Modela redes de transmisión aérea, subterráneas, submarinas con el  software PowerFactory DIgSILENT.;Alta
IOC_5107-2;Transforms linear partial-differential equations into their weak or  variational form using integrationby parts or the principle of virtual work.;IOC_6102-1;Aplicar herramientas avanzadas de análisis y diseño estructural en proyectos  complejos de ingeniería civil.;Ninguna
ICI_6100-1;Entender el contexto tecnológico actual en el que se generan grandes cantidades  de datos.;ICI_4202-4;Analizar los beneficios económicos que se podrían obtener, a través de  cambios en lasconfiguraciones de los procesos y optimización de  recursos.;Alta
ICE_4205-7;Desarrolla y ejecuta un programa de prueba de un prototipo para  validarlo basado en los requisitos establecidos.;ICE_4102-3;Comprender los efectos que produce el ambiente, el ruido y el tipo de  modulación enuna comunicación y cómo estos pueden ser analizados y  mitigados al elegir un sistemade comunicaciones.;Ninguna
ICE_3204-1;Entender la programabilidad como un componente esencial de los  SistemasDigitales Avanzados.;ICE_3101-2;Analizar el funcionamiento de circuitos eléctricos pasivos utilizando  métodosanalíticos.;Media
ICA_5110-2;Estimar las cantidades de los diferentes tipos de residuos y la gestión específica de cada uno de ellos.;IOC_3204-4;Comprende y estima asentamientos en suelos saturados o semi-saturados, bajo la  acción de cargas permanentes.;Ninguna
ICA_3102-9;Describir y explicar los procesos termodinámicos que ocurren en diferentes tipos de  centrales de poder para generar energía.;ING_2203-8;Resolver problemas aplicados utilizando propiedades termodinámicas de fluidos y  gases.;Alta
ICE_4202-4;Evaluar analíticamente, mediate simulaciones o experiencias de  laboratorio el desempeño de diversos sistemas de control.;ICE_3102-3;Entender la operación de muestreo y reconstrucción.;Alta
ICI_4202-2;Identificar, aplicar y comparar, las técnicas estadísticas que aplican en los  procesos de simulacióndiscreta y continua, implementando algoritmos y  heurísticas de validación y optimización demodelos.;ICI_4210-6;Defender su trabajo en público con argumentos.;Ninguna
IOC_4103-2;Analizar y calcular el transporte de fluidos incompresibles (tuberías y  canales abiertos) en régimenpermanente;IOC_6102-4;Identificar problemas en el diseño, desarrollar soluciones acordes a la teoría y al  sentido común de un ingeniero estructural.;Ninguna
ICC_4101-1;Describe several problem solving paradigms in computer science, such as divide  and conquer, greedy algorithms, and dynamic programming.;ICC_5202-2;Develop the software architecture for a medium-sized project, correctly  choosing the diagrams and views used.;Ninguna
ICI_3204-3;Aplicar los conceptos básicos de la teoría microeconómica para analizar distintos  modelos matemáticos que explican el modo como interactúan consumidores y  productores en un mercado.;ICA_4130-4;Desarrollar y solucionar balances de materia y energía en estado  transciende;Ninguna
IOC_3103-2;Emplea programación computacional mediante el uso de Python para la  implementación de rutinas numéricas estándares.;ING_2203-1;Explicar conceptos básicos de termodinámica y sus leyes fundamentales.;Ninguna
ICE_5105-4;Conocer los alcances tecnológicos, regulatorios y de negocios del  sector eléctrico,tanto en la actualidad como en una perspectiva de largo  plazo.;ING_1203-3;Verificar experimentalmente la teoría.;Ninguna
IOC_4010-4;Conocer principios de regulación de intersecciones.;ING_1100-1;Resolver operaciones de conjuntos, sumatorias, polinomios, así como  demostraciones por inducción.;Ninguna
ICA_4230-5;Diseñar y ejecutar con éxito, a nivel de laboratorio una experiencia de cultivo  microbiano operado en la modalidad de cultivo continuo o cultivo por lotes  alimentados, siendo capaz de comparar los resultados experimentales con un  modelo de la operación del reactor.;ICA_5220-1;Reconocer el lenguaje propio de la economía ambiental y poder aplicarlo  de manera correcta.;Ninguna
ICC_5120-2;Apply foundational concepts in UX design, such as user-centered design, the  design process, accessibility, and equity-focused design.;ING_2104-3;Describir y simular modelos económicos para establecer la dinámica de relaciones  entre variables. Comprender cómo se forman los precios en una economía de  mercado.;Ninguna
IOC_3101-6;Reconocer límites de la elasticidad por comportamiento plástico, fractura e  inestabilidad.;IOC_3101-3;Definir y calcular las tensiones y deformaciones unitarias en elementos simples  (barras axialmente cargadas, vigas sometidas a flexión y ejes en torsión).;Ninguna
IOC_5120-1;Diseñar elementos de acero;IOC_3101-7;Plantear ecuaciones de la elasticidad y resolverlas en términos de  desplazamientos.;Alta
ICA_6110-4;Aplicar herramientas de gestión ambiental a procesos industriales con el fin de  minimizar efectos adversos en el medioambiente.;IOC_4010-4;Conocer principios de regulación de intersecciones.;Ninguna
IOC_4206-2;Proponer soluciones de gestión y diseño de infraestructura vial urbana;IOC_3020-3;Evaluar cambios en el funcionamiento de elementos viales.;Alta
IOC_3204-1;Estima y calcula las tensiones en un suelo, bajo la acción de las cargas de  estructuras fundadas sobre ella.;IOC_3101-2;Realizar transformaciones de tensiones y deformaciones, y obtener las tensiones,  deformaciones y orientaciones principales.;Alta
ICC_6101-1;Describir la estructura principal de la industria del software, diferenciando tipos de  empresas por sus servicios y tamaños, y reconociendo formas de organización  adecuadas para cada una.;ING_6103-6;Capacidad de análisis y síntesis;Ninguna
ICC_4203-3;Desarrollar una aplicación móvil utilizando tecnologías de la web y/o  tecnologías multiplataforma.;ICC_4130-4;Develop Application Programming Interfaces for the web based on the  REpresentational State Transfer (REST) architectural pattern.;Alta
ICC_5105-2;Recognize the relevance of strategic design techniques that should be used in a  project (software architecture, domain-driven design).;ING_4140-2;Diseñar una solución a un problema abierto, utilizando herramientas del design  thinking combinadas con sus conocimientos propios de ingeniería.;Ninguna
ICE_5105-4;Conocer los alcances tecnológicos, regulatorios y de negocios del  sector eléctrico,tanto en la actualidad como en una perspectiva de largo  plazo.;ING_2203-9;Calcular eficiencias de los ciclos termodinámicos más comunes involucrados en la  producción de trabajo y energía.;Ninguna
ICC_3100-1;Describir los conceptos y reglas de los paradigmas de programación procedural,  orientada a objetos y funcional.;ING_1103-3;Escribir y depurar programas que permitan solucionar los problemas planteados.;Media
IOC_5207-1;Identificar los principios para la definición geométrica de la plataforma vial.;IOC_4103-5;Comprender y analizar singularidades como: aforadores, disipadores,  vertederos y estructuras dedistribución y control de flujo en canales  abiertos;Ninguna
IOC_5205-1;Comprender acabadamente y diseñar distintos tipos de elementos y  estructuras de hormigón armado (por ejemplo: uniones, losas, sistemas de  fundación, muros de contención y escaleras).;IOC_5107-1;The student can generate a geometric model (in one, two and three  dimensions), representing amathematical domain where field equations  are to be solved, and discretize it into finite-elementsusing open-source  modeling software.;Ninguna
ICC_4203-3;Desarrollar una aplicación móvil utilizando tecnologías de la web y/o  tecnologías multiplataforma.;ING_1203-4;Identificar errores experimentales y limitaciones del modelo.;Ninguna
